I_O;3;"B1 B2 B3";I_O;
PB0;2;"B4 B12";I_O;
5V_ATMega;1;"B5";I_O;
3V3_BBB;1;"B6";I_O;
PC0;1;"B8";I_O;
PC1;1;"B9";I_O;
PC6;1;"B10";I_O;
PC7;1;"B11";I_O;
BATT_COIN;1;"BT2";;;BATTERY LITHIUM COIN 3V 20MM;Lithium, 3V, 225mAh;CR2032;Panasonic - BSG;CR2032;Digikey;P189-ND;http://www.digikey.com/product-detail/en/CR2032/P189-ND/31939?cur=USD
BATT_HOLDER;1;"BT1";CR2032;;HOLDER BATTERY COIN 20MM DIA THM;Coin Cell, Retainer;Coin, 20.0mm;Keystone Electronics;3003;Digikey;3003K-ND;http://www.digikey.com/scripts/DkSearch/dksus.dll?x=0&y=0&lang=en&KeyWords=3003K-ND&cur=USD
22pF;2;"C2 C3";c_0603;;CAP CER 22PF 50V 5% RADIAL;22pF, 50V;Radial;Vishay BC Components;K220J15C0GF5TH5;Digikey;BC1034CT-ND;http://www.digikey.com/product-detail/en/K220J15C0GF5TH5/BC1034CT-ND/286656?cur=USD
3.3nF;2;"C21 C35";c_0805;
100nF;20;"C1 C4 C5 C7 C8 C9 C10 C11 C12 C13 C14 C17 C23 C28 C29 C31 C39 C40 C43 C44";c_0805;;CAP FILM 0.1UF 63VDC RADIAL;100nF, 63V;R82;Kemet;R82DC3100AA50J;Digikey;399-5863-ND;http://www.digikey.com/product-detail/en/R82DC3100AA50J/399-5863-ND/2571298?cur=USD
100nF;5;"C18 C20 C32 C34 C41";c_0805;
10uF X7R;2;"C30 C38";c_1206;
22uF X7R;2;"C19 C33";c_1210;
100uF;4;"C22 C26 C36 C37";C_ELCO_SMD;
100uF;2;"C27 C42";C_ELCO_SMD;;CAP ALUM 100UF 16V 20% RADIAL;100u,16V;Radial, Can, 6.3mm dia;Panasonic Electronic Components;ECE-A1CKA101;Digikey;P833-ND;http://www.digikey.com/product-detail/en/ECE-A1CKA101/P833-ND/44757?cur=USD
S1D-13-F;4;"D1 D3 D4 D9";diode-DO214AC;;DIODE GEN PURPOSE 50V 1A DO41;50V, 1A;DO-204AL, DO-41, Axial;Fairchild Semiconductor;1N4001;Digikey;1N4001FSCT-ND;http://www.digikey.com/product-detail/en/1N4001/1N4001FSCT-ND/1532742
