eeschema (2010-05-05 BZR 2356)-stable  >> Creation date: 01/10/11 18:07:10

#Cmp ( order = Value )
| 100          R1        ; RC03        ;             ;             ;             ;             ;             ;             ;             ;             
| PWR SEL      K1        ; pin_strip_3 ;             ;             ;             ;             ;             ;             ;             ;             
| RST          SW4       ; SW_PB_V     ; P10884S-ND  ;             ;             ;             ;             ;             ;             ;             
| SCREW        MP1       ; MtgPost     ;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT1       ; VITE_CSK_3MM;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT2       ; VITE_CSK_3MM;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT3       ; vite_csk_3mm;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT4       ; VITE_CSK_3MM;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT5       ; VITE_CSK_3MM;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT6       ; vite_csk_3mm;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT7       ; VITE_CSK_3MM;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT8       ; VITE_CSK_3MM;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT10      ; vite_csk_3mm;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT11      ; VITE_CSK_3MM;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT12      ; VITE_CSK_3MM;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT13      ; vite_csk_3mm;             ;             ;             ;             ;             ;             ;             ;             
| SCREW        MT14      ; VITE_CSK_3MM;             ;             ;             ;             ;             ;             ;             ;             
| SPEAKER      SP1       ; SPEAKER     ; 102-1169-ND ;             ;             ;             ;             ;             ;             ;             
| STACK-L      P41       ; pin_sck_4-90;             ;             ;             ;             ;             ;             ;             ;             
| STACK-R      P42       ; PIN_STRIP_4-90;             ;             ;             ;             ;             ;             ;             ;             
| STP16DP05    DIL-U1    ; SCK-24_600_ELL; 497-5975-1-ND;             ;             ;             ;             ;             ;             ;             
| STP16DP05    DIL-U2    ; SCK-24_600_ELL; 497-5975-1-ND;             ;             ;             ;             ;             ;             ;             
| V_IN         J1        ; JACK_ALIM   ; 7 - 12V DC  ;             ;             ;             ;             ;             ;             ;             
| V_OUT        P12       ; pin_strip_3 ;             ;             ;             ;             ;             ;             ;             ;             
#End Cmp

#End List
